age,job,marital,education,default,housing,loan,contact,duration,campaign,pdays,previous,poutcome,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
41,technician,married,high.school,0,1,1,cellular,460,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
36,blue-collar,married,basic.9y,0,1,1,cellular,256,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
26,technician,single,high.school,0,1,0,cellular,377,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
30,technician,married,professional.course,0,1,1,cellular,184,2,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
43,housemaid,married,basic.4y,0,0,0,cellular,119,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
34,blue-collar,single,professional.course,0,0,1,cellular,123,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
31,blue-collar,married,basic.9y,0,1,0,cellular,250,5,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
31,housemaid,married,high.school,0,1,0,cellular,109,8,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
24,services,single,high.school,0,0,0,cellular,257,4,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
30,technician,single,professional.course,0,1,0,cellular,136,5,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
37,blue-collar,married,professional.course,0,1,0,cellular,340,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
28,admin.,single,basic.9y,0,1,0,cellular,387,2,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
44,unemployed,married,high.school,0,1,0,cellular,512,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
36,admin.,married,university.degree,0,1,0,telephone,197,5,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
50,admin.,divorced,basic.9y,0,1,0,cellular,97,4,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
43,admin.,divorced,high.school,0,1,0,telephone,109,6,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
47,blue-collar,married,basic.6y,0,1,1,cellular,298,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
31,technician,married,high.school,0,0,0,cellular,101,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
36,technician,divorced,professional.course,0,1,0,cellular,643,2,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
32,services,married,high.school,0,0,0,cellular,1271,2,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
54,blue-collar,divorced,basic.4y,0,0,0,cellular,149,2,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
50,blue-collar,married,basic.4y,0,0,0,cellular,244,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
27,blue-collar,single,basic.9y,0,1,0,telephone,111,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
28,admin.,single,high.school,0,0,1,cellular,157,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
31,blue-collar,married,high.school,0,0,1,cellular,218,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
51,housemaid,married,basic.4y,0,1,0,cellular,118,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
51,housemaid,married,university.degree,0,0,0,cellular,138,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
44,blue-collar,married,basic.9y,0,0,0,cellular,304,4,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
30,blue-collar,married,basic.9y,0,0,0,cellular,171,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
36,technician,divorced,professional.course,0,1,1,cellular,43,4,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
27,services,single,high.school,0,0,0,cellular,1071,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,1
27,admin.,single,high.school,0,1,0,telephone,167,4,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
32,blue-collar,married,basic.9y,0,0,0,cellular,240,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
30,blue-collar,married,basic.9y,0,1,0,cellular,149,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
35,admin.,divorced,high.school,0,1,1,cellular,615,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
38,services,single,basic.9y,0,1,0,cellular,149,4,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
42,housemaid,married,high.school,0,1,0,cellular,424,4,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
57,blue-collar,married,basic.4y,0,1,0,cellular,364,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
32,admin.,single,university.degree,0,0,0,telephone,179,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
35,management,single,university.degree,0,0,0,cellular,403,4,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
43,unemployed,married,high.school,0,1,0,cellular,745,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
27,admin.,married,high.school,0,1,0,cellular,164,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
30,blue-collar,single,basic.9y,0,1,0,cellular,235,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
32,technician,married,professional.course,0,1,1,cellular,330,4,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
28,admin.,single,university.degree,0,1,0,telephone,160,10,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
28,student,single,high.school,0,1,0,telephone,12,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
44,entrepreneur,married,high.school,0,0,0,cellular,77,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
32,blue-collar,single,basic.9y,0,1,0,cellular,552,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
33,entrepreneur,married,university.degree,0,1,0,telephone,35,2,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
36,technician,divorced,professional.course,0,0,0,cellular,36,2,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
44,blue-collar,married,basic.9y,0,1,0,cellular,46,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
23,services,single,high.school,0,0,0,telephone,821,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
27,admin.,single,high.school,0,1,1,telephone,198,5,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
26,technician,single,high.school,0,1,1,cellular,894,7,999,0,nonexistent,93.918,-42.7,4.962,5228.1,1
27,services,married,high.school,0,1,0,cellular,250,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
42,admin.,married,high.school,0,0,0,cellular,110,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
31,admin.,single,high.school,0,0,0,cellular,133,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
30,blue-collar,married,basic.9y,0,0,0,cellular,78,4,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
31,technician,single,university.degree,0,1,0,cellular,227,4,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
57,blue-collar,married,basic.4y,0,1,0,cellular,76,2,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
29,entrepreneur,single,basic.9y,0,0,0,cellular,223,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
54,admin.,married,basic.9y,0,0,1,cellular,131,4,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
51,admin.,married,university.degree,0,0,0,telephone,172,4,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
45,blue-collar,divorced,basic.9y,0,0,0,cellular,399,4,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
34,blue-collar,married,basic.4y,0,0,0,telephone,252,4,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
32,admin.,single,university.degree,0,1,0,telephone,109,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
33,blue-collar,married,high.school,0,1,0,cellular,457,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
33,management,single,university.degree,0,1,0,cellular,400,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
39,admin.,married,university.degree,0,0,0,cellular,171,3,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
30,blue-collar,married,basic.9y,0,0,0,cellular,196,4,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
30,technician,married,professional.course,0,1,1,telephone,123,4,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
33,admin.,single,university.degree,0,0,0,cellular,546,2,999,0,nonexistent,93.918,-42.7,4.962,5228.1,0
54,management,married,university.degree,0,0,0,cellular,798,2,999,0,nonexistent,93.918,-42.7,4.962,5228.1,1
39,blue-collar,married,basic.9y,0,0,0,cellular,231,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
37,blue-collar,single,high.school,0,0,0,cellular,31,19,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
38,technician,single,professional.course,0,1,0,cellular,170,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
42,services,married,basic.6y,0,0,0,cellular,376,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
53,blue-collar,married,basic.9y,0,1,0,cellular,122,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
44,services,divorced,basic.9y,0,0,0,cellular,805,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,1
53,blue-collar,married,basic.9y,0,1,0,cellular,56,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
50,technician,single,university.degree,0,1,0,cellular,129,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
25,management,single,university.degree,0,0,0,cellular,125,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
32,blue-collar,married,basic.6y,0,0,0,telephone,285,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
57,blue-collar,married,basic.9y,0,1,0,cellular,106,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
30,admin.,single,university.degree,0,1,0,cellular,101,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
27,blue-collar,single,basic.9y,0,0,0,cellular,169,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
33,admin.,single,university.degree,0,0,0,cellular,110,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
50,technician,single,university.degree,0,0,0,cellular,179,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
36,admin.,married,high.school,0,1,0,cellular,649,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
46,technician,divorced,professional.course,0,0,0,cellular,231,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
56,management,married,university.degree,0,0,0,cellular,442,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
34,admin.,single,university.degree,0,1,0,cellular,439,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
38,technician,single,professional.course,0,1,0,cellular,249,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
55,blue-collar,married,illiterate,0,1,0,cellular,92,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
27,technician,single,professional.course,0,1,0,cellular,131,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
26,services,single,basic.6y,0,0,0,cellular,184,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
23,blue-collar,single,basic.9y,0,0,0,cellular,126,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
37,housemaid,married,basic.4y,0,0,0,cellular,56,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
35,admin.,married,basic.9y,0,1,0,cellular,274,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
32,management,divorced,university.degree,0,0,0,cellular,131,5,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
44,blue-collar,married,basic.4y,0,1,0,cellular,75,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
31,blue-collar,single,high.school,0,1,0,cellular,101,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
29,blue-collar,married,basic.9y,0,1,0,cellular,138,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
35,blue-collar,single,basic.9y,0,0,1,cellular,416,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
42,services,married,basic.6y,0,0,0,cellular,92,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
31,admin.,single,university.degree,0,1,1,cellular,368,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
42,technician,married,basic.9y,0,0,0,cellular,723,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,1
48,admin.,single,university.degree,0,1,1,telephone,265,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
38,technician,single,professional.course,0,0,1,cellular,80,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
35,technician,married,professional.course,0,1,0,cellular,401,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
34,services,divorced,high.school,0,0,1,cellular,101,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
25,technician,single,professional.course,0,1,0,cellular,134,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
33,services,married,high.school,0,0,0,cellular,280,5,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
55,blue-collar,married,basic.4y,0,1,0,cellular,63,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
54,retired,married,basic.4y,0,1,1,telephone,533,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,1
30,entrepreneur,single,high.school,0,1,0,telephone,501,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
30,blue-collar,divorced,basic.6y,0,0,0,cellular,76,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
57,self-employed,married,professional.course,0,1,0,cellular,1056,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,1
48,admin.,single,university.degree,0,1,1,telephone,80,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
34,services,divorced,high.school,0,1,0,cellular,317,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
55,blue-collar,married,illiterate,0,0,0,cellular,129,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
40,admin.,single,high.school,0,1,0,cellular,237,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
30,entrepreneur,single,high.school,0,0,1,cellular,295,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
34,admin.,single,university.degree,0,0,0,cellular,61,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
37,management,single,university.degree,0,1,0,cellular,188,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
38,technician,single,professional.course,0,0,0,cellular,815,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,1
53,blue-collar,married,basic.6y,0,1,1,cellular,101,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
51,retired,married,basic.9y,0,1,0,cellular,109,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
37,blue-collar,married,basic.4y,0,1,0,cellular,226,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
25,entrepreneur,single,university.degree,0,0,1,cellular,280,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
26,admin.,single,university.degree,0,1,0,cellular,83,5,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
46,technician,divorced,professional.course,0,0,0,cellular,121,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
43,blue-collar,married,basic.9y,0,0,0,telephone,778,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
31,technician,single,professional.course,0,1,0,cellular,350,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
38,services,single,university.degree,0,0,0,cellular,368,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
29,entrepreneur,married,basic.4y,0,0,0,cellular,103,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
38,admin.,divorced,university.degree,0,0,0,cellular,232,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
33,admin.,single,university.degree,0,1,0,cellular,156,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
45,admin.,married,university.degree,0,1,0,cellular,132,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
45,services,married,basic.4y,0,0,0,telephone,152,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
38,management,married,university.degree,0,1,0,cellular,646,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
24,entrepreneur,single,university.degree,0,1,0,cellular,808,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,1
37,admin.,divorced,high.school,0,0,0,cellular,81,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
32,blue-collar,single,basic.9y,0,1,0,cellular,56,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
35,admin.,married,basic.6y,0,1,0,cellular,364,10,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
43,services,single,high.school,0,0,0,cellular,1317,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,1
48,unemployed,married,university.degree,0,1,1,cellular,200,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
40,blue-collar,single,basic.4y,0,0,0,cellular,59,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
37,services,married,high.school,0,0,1,cellular,126,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
31,technician,single,professional.course,0,0,0,telephone,174,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
34,management,divorced,university.degree,0,0,1,cellular,321,5,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
53,technician,divorced,high.school,0,1,0,cellular,201,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
38,admin.,divorced,university.degree,0,0,1,telephone,571,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
26,admin.,married,university.degree,0,0,0,cellular,503,6,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
48,unemployed,married,university.degree,0,0,0,cellular,277,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
35,services,married,high.school,0,1,0,cellular,377,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
45,technician,married,professional.course,0,1,0,cellular,83,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
25,admin.,single,high.school,0,1,0,cellular,53,1,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
30,blue-collar,single,basic.4y,0,1,0,cellular,82,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
30,blue-collar,single,basic.6y,0,1,0,telephone,135,5,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
32,services,married,high.school,0,0,0,cellular,135,1,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
46,technician,divorced,professional.course,0,1,0,cellular,387,5,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
45,retired,divorced,university.degree,0,1,0,cellular,372,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
40,admin.,married,university.degree,0,1,0,cellular,128,1,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
33,housemaid,married,basic.9y,0,0,0,cellular,860,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,1
24,admin.,single,high.school,0,1,1,telephone,162,1,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
47,admin.,married,basic.6y,0,1,0,cellular,462,1,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
34,admin.,single,university.degree,0,0,0,cellular,182,1,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
31,blue-collar,married,basic.9y,0,0,0,telephone,280,6,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
25,services,single,high.school,0,1,0,cellular,218,1,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
36,admin.,single,basic.9y,0,1,0,cellular,274,1,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
35,blue-collar,divorced,basic.9y,0,1,0,cellular,130,1,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
34,technician,divorced,professional.course,0,0,0,cellular,116,5,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
34,admin.,single,university.degree,0,0,0,cellular,98,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
31,blue-collar,single,basic.9y,0,1,0,cellular,442,1,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
35,blue-collar,married,basic.6y,0,0,1,cellular,92,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
35,blue-collar,divorced,basic.9y,0,0,0,cellular,658,1,999,0,nonexistent,93.918,-42.7,4.961,5228.1,1
31,technician,single,professional.course,0,1,0,telephone,37,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
33,management,married,university.degree,0,0,0,cellular,794,1,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
56,management,married,university.degree,0,1,0,cellular,90,1,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
37,housemaid,married,basic.4y,0,1,0,cellular,70,1,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
26,admin.,married,basic.9y,0,0,0,cellular,878,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,1
35,housemaid,married,basic.9y,0,0,0,cellular,280,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
40,admin.,divorced,high.school,0,1,0,cellular,193,6,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
43,blue-collar,married,basic.9y,0,0,1,cellular,148,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
46,technician,divorced,professional.course,0,1,0,cellular,513,5,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
30,services,single,high.school,0,0,1,cellular,172,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
50,technician,single,university.degree,0,1,0,cellular,89,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
31,admin.,single,high.school,0,0,0,cellular,355,1,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
28,blue-collar,single,high.school,0,1,0,cellular,158,5,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
29,management,single,high.school,0,0,1,cellular,103,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
33,services,married,high.school,0,1,0,cellular,820,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,1
50,admin.,married,professional.course,0,0,0,cellular,1001,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,1
26,technician,divorced,professional.course,0,0,1,cellular,500,1,999,0,nonexistent,93.918,-42.7,4.961,5228.1,1
26,technician,divorced,professional.course,0,1,0,cellular,348,1,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
30,blue-collar,single,basic.4y,0,1,0,cellular,122,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
32,technician,single,professional.course,0,0,1,cellular,129,1,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
34,management,divorced,university.degree,0,1,0,cellular,1228,6,999,0,nonexistent,93.918,-42.7,4.961,5228.1,1
32,entrepreneur,single,university.degree,0,1,0,cellular,192,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
37,services,married,high.school,0,1,0,cellular,331,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
31,admin.,married,basic.9y,0,1,0,cellular,779,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
38,admin.,single,high.school,0,0,1,telephone,91,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
31,admin.,single,university.degree,0,0,0,cellular,555,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
45,blue-collar,married,basic.4y,0,0,0,cellular,157,5,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
34,management,divorced,university.degree,0,1,0,cellular,580,5,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
41,technician,married,university.degree,0,0,0,cellular,83,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
23,technician,single,university.degree,0,1,1,cellular,603,11,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
52,housemaid,married,basic.4y,0,1,1,cellular,105,7,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
39,admin.,divorced,high.school,0,1,0,cellular,514,5,999,0,nonexistent,93.918,-42.7,4.961,5228.1,1
32,technician,single,professional.course,0,1,0,cellular,479,1,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
43,blue-collar,married,basic.9y,0,0,0,cellular,111,5,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
34,admin.,single,university.degree,0,0,0,cellular,149,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
36,housemaid,single,high.school,0,1,0,cellular,257,5,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
35,admin.,married,university.degree,0,1,0,cellular,98,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
51,admin.,divorced,professional.course,0,1,0,cellular,408,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
47,blue-collar,married,basic.9y,0,0,0,cellular,134,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
50,admin.,married,professional.course,0,0,0,cellular,306,14,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
41,entrepreneur,married,basic.6y,0,0,0,telephone,275,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
30,management,divorced,basic.4y,0,1,0,cellular,68,8,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
48,unemployed,married,university.degree,0,1,0,cellular,135,5,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
34,technician,divorced,basic.6y,0,1,0,cellular,716,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,1
36,services,single,high.school,0,0,1,cellular,257,5,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
35,admin.,divorced,university.degree,0,1,0,cellular,826,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
28,admin.,single,university.degree,0,0,0,cellular,35,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
35,blue-collar,divorced,basic.9y,0,0,1,cellular,1083,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
43,blue-collar,married,basic.6y,0,0,0,cellular,235,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
34,technician,single,professional.course,0,0,1,cellular,955,5,999,0,nonexistent,93.918,-42.7,4.961,5228.1,1
41,entrepreneur,divorced,university.degree,0,1,0,cellular,194,5,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
32,management,divorced,university.degree,0,1,0,cellular,123,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
30,services,single,high.school,0,0,0,cellular,612,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
33,services,married,high.school,0,0,0,cellular,85,8,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
48,admin.,single,university.degree,0,0,0,telephone,237,7,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
48,admin.,single,university.degree,0,0,0,cellular,196,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
30,blue-collar,married,high.school,0,1,0,cellular,144,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
30,entrepreneur,single,high.school,0,1,0,cellular,85,5,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
27,technician,single,professional.course,0,1,0,cellular,179,3,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
36,admin.,single,basic.9y,0,0,1,cellular,155,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
40,blue-collar,married,basic.9y,0,1,0,cellular,107,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
27,services,single,high.school,0,0,0,cellular,232,4,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
25,entrepreneur,single,university.degree,0,0,0,cellular,272,7,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
43,blue-collar,married,basic.6y,0,0,1,cellular,197,2,999,0,nonexistent,93.918,-42.7,4.961,5228.1,0
